Time,Learning rate,Train loss,Validation loss,MAE_HOMO-B3LYP,MAE_LUMO-B3LYP,MAE_Gap-B3LYP
583.4849994182587,0.0001,0.6101382584955984,0.38154809833006975,0.22172369367474165,0.266883652948579,0.2963679169399584
1143.6371755599976,0.0001,0.2530706120156594,0.23446404288956596,0.17914452654575463,0.17389712804909693,0.23611019554192975
1710.052387714386,0.0001,0.16441094386711133,0.13816542092704637,0.14482504677134606,0.1318437999135113,0.17547962271100426
2275.5015094280243,0.0001,0.13186053089144179,0.11840272423894226,0.13309247034140856,0.12590770964417505,0.16243173549898154
2836.1255741119385,0.0001,0.10619039092594168,0.1037559279152286,0.12421803098206419,0.1135196255455714,0.1550012591105208
3396.708892583847,0.0001,0.09162746221269623,0.09913967238408067,0.1200070195125268,0.11271074053782215,0.15096372629361182
3956.0931334495544,0.0001,0.07877750970473366,0.08133860824491351,0.11201729542563114,0.10158882828168458,0.13430681191843968
4515.875829458237,0.0001,0.07858164892106621,0.1911500841095448,0.14695618275821648,0.14542849795885307,0.19437958738084474
5076.161359071732,0.0001,0.06601657178953693,0.06822141360927171,0.10089600039622697,0.09581928570221082,0.1190110596816621
5636.366488456726,0.0001,0.06430963181842703,0.07280866712989799,0.10966103822445827,0.09499450260840187,0.12262907833200412
6196.7014672756195,0.0001,0.06154063468869552,0.0621988891738428,0.09534255088552324,0.0873720484931981,0.11545535551823544
6756.837442159653,0.0001,0.054232532270056096,0.06201691192637609,0.09365178408076251,0.08949215463029919,0.11569428485321545
7317.260137081146,0.0001,0.05135912207832795,0.05770320519790644,0.09121417229147773,0.0918367067172436,0.11140800961894781
7877.010608434677,0.0001,0.046459519398566164,0.052931596835329865,0.08542821806872516,0.0844943628123764,0.10731459520469748
8437.387315511703,0.0001,0.043105317930159724,0.052672205617167345,0.08824975141666773,0.08781178952493868,0.10312813630932163
8997.216678619385,0.0001,0.0422235551898244,0.06277778926600545,0.09210579129375883,0.08871967199311673,0.11377300194581876
9557.484541416168,0.0001,0.03812632028265813,0.054911809741871334,0.0870818583693012,0.09033789713189912,0.10554633243060779
