Time,Learning rate,Train loss,Validation loss,MAE_HOMO-B3LYP,MAE_LUMO-B3LYP,MAE_Gap-B3LYP,MAE_HOMO-PBE0,MAE_LUMO-PBE0,MAE_Gap-PBE0
308.9332580566406,0.0001,0.7720261661501244,0.5678840046245482,0.16782938160942595,0.15354897675004978,0.229330008469739,0.2629324835036392,0.31621950917947617,0.3860736557596082
609.6445229053497,0.0001,0.45158441059879245,0.38628977939208187,0.15261393380396573,0.1675295821092661,0.24356361644939312,0.23447046026364332,0.24022884199801026,0.3191496304103306
910.5952725410461,0.0001,0.35732746654220565,0.3349926153371205,0.1463550919467963,0.1439388912279629,0.19870886033021132,0.2129762254939945,0.22752335677138086,0.29700970007838495
1211.7417232990265,0.0001,0.30577074135931936,0.30283259555394054,0.14162436735282824,0.15716249936992682,0.23913363577092736,0.21331588776248403,0.20462623785666578,0.2852125076779849
1512.8518981933594,0.0001,0.2669855191308689,0.27397092060069533,0.12834357868120508,0.14513655744710016,0.2132874189071285,0.20188493213528397,0.19520453523751083,0.2788937894579499
1814.482966184616,0.0001,0.23719694343825679,0.26390727785035617,0.10837183183836706,0.15596619248390198,0.20654102407612848,0.19464285534559106,0.19027185663718799,0.26245129234799225
2115.306353330612,0.0001,0.21724657641927297,0.23725639789138162,0.11203400371144119,0.10391192702413762,0.17685038487888077,0.17168339065443922,0.19283584797801584,0.2419689297375205
2415.8383796215057,0.0001,0.1990449163025339,0.2154552997002949,0.10806529846006227,0.13241988767697974,0.18896296475697488,0.16898933597110888,0.1743255145227229,0.23571254624153817
2717.0362577438354,0.0001,0.18211130339611714,0.2178781683870624,0.12852833571943265,0.11061841625611758,0.20235475782051826,0.17618375504115164,0.17139263088286333,0.24172744056140658
3016.992572784424,0.0001,0.16880827652922004,0.20906235308242369,0.09761907984909501,0.0897781414893067,0.14292530614195517,0.1590049650740106,0.1796194153734275,0.2311876704350638
3318.7450735569,0.0001,0.15980630336109808,0.17676463490626276,0.09495830883100195,0.09062439955553962,0.13797218446592682,0.15193570384308483,0.16313452791248972,0.20932952671285313
3621.0762343406677,0.0001,0.14717154444394262,0.17108266739807515,0.09473476016405717,0.10111837942623397,0.1393797516244129,0.15333382930495654,0.15357993028389771,0.20537408497845827
3922.1770310401917,0.0001,0.13875187257567365,0.17841298902639532,0.10794440056513814,0.08484917126812981,0.16113113836177345,0.15899088245117762,0.15701487167463668,0.20721322278994092
4223.850856304169,0.0001,0.13082152229929622,0.1638692298669938,0.08074522134169791,0.08029648893087812,0.1257410295379972,0.1428892528611603,0.15097815876012696,0.19988684483335092
4524.440165758133,0.0001,0.12203540932264126,0.16711637313112093,0.08789920228198894,0.09993103840976085,0.16577390038851395,0.14632771878898013,0.15283662875593662,0.20317892243560068
4825.827209949493,0.0001,0.11517779168956653,0.16154305253760212,0.09887683623045393,0.10403289870151038,0.14819045495061042,0.1456504452214505,0.1582052180828439,0.1927143396922841
5126.233042240143,0.0001,0.1109677700724941,0.15480524156447584,0.07857547107252102,0.09666115190218953,0.1297460363327878,0.14531930295702547,0.14270556573061033,0.19094188169620263
5427.033767461777,0.0001,0.10354730847007855,0.17059650180832206,0.08371988430763912,0.11254561670775552,0.15433849553460055,0.1493890841119963,0.1535324048518573,0.20543281570259977
5727.5858364105225,0.0001,0.09925147061355807,0.1360762915457266,0.0896888959755018,0.08338526672529943,0.1381614040402533,0.13017101085649363,0.13946412690516655,0.18035942541716496
6134.1355538368225,0.0001,0.09403980450016579,0.1461975540192906,0.08227100534346497,0.07597522741382562,0.1201090760601377,0.13882633918827678,0.14523462494595493,0.18760575972160226
6580.178083658218,0.0001,0.08957046910881511,0.16499102343078786,0.08776132458622016,0.08388219122747773,0.14233588825151758,0.15040305919284555,0.1452358365660662,0.2094022410096052
7034.827384233475,0.0001,0.08695610714771933,0.13551972012377017,0.09473045126905719,0.07845622937656144,0.12513815604367304,0.13147572188912549,0.13875903534443917,0.1782995120816694
7454.603755474091,0.0001,0.08181264268427463,0.1292203255193421,0.08203785975002548,0.07474941883272337,0.12098250545344306,0.12710692692781847,0.1327717646632996,0.1738919778923665
7755.508779287338,0.0001,0.07888532530275945,0.13165156468222503,0.0912881846566802,0.08042800860497558,0.12479583991384044,0.13176328622791356,0.13375727346142835,0.1757456959046119
8057.481468915939,0.0001,0.07438889218874942,0.13477899716678401,0.10088684605163278,0.06924797927291648,0.13889063099055615,0.12753597782975232,0.14008179931814735,0.1747512778067617
8358.654208898544,0.0001,0.07357835836973584,0.12263292039758816,0.07461938348788659,0.08244918388070412,0.12221042913140602,0.1263595477872358,0.12730556872383264,0.1663640389513853
8661.038006067276,0.0001,0.06883641481202757,0.13064620308304556,0.07189826594973073,0.08362880869976526,0.13344589859536551,0.12579117899648715,0.1347888116781988,0.17469038105604726
8962.276854515076,0.0001,0.06752102718971112,0.1206578752027529,0.07778905317621324,0.07626839806732622,0.11702800838692674,0.12363687910336388,0.12712738899777037,0.16528473108199515
9262.705829381943,0.0001,0.06560807323594295,0.12329631055654006,0.08144639996648992,0.07782038554404545,0.11755859446757048,0.12434933134628108,0.1264514914119402,0.16560370059962548
9564.38607096672,0.0001,0.06481990327821234,0.11933251126538809,0.06211265545446896,0.07536900246027604,0.11055461903220241,0.12128320118202698,0.12610669828977686,0.16777625818876793
9865.41197681427,0.0001,0.0599725446261013,0.11762730042705095,0.09283085818429596,0.07978170791875969,0.11747410141148613,0.12277773456422644,0.12795216947337623,0.16269484192920255
10166.745122432709,0.0001,0.058535554054872395,0.12184565457534693,0.07464969968332828,0.07521504192676359,0.12728526841089563,0.11739147557928248,0.12947319143351613,0.16647312501935912
10468.070645093918,0.0001,0.0570424841472448,0.11606742887068669,0.07472081323271816,0.0674100231777117,0.11389930792225217,0.12026597585779197,0.12797797913204714,0.15925077719658728
10768.915067434311,0.0001,0.05490495398478904,0.11131480293188274,0.07103156001822462,0.06902158665425569,0.11117279066622836,0.11478224720153346,0.1215261358836073,0.15898510219471915
11070.36203455925,0.0001,0.053393012748172736,0.11752296520979084,0.07114468847663658,0.09812064367590599,0.12432755660084845,0.11606826738899612,0.12834067483973707,0.16085397392817263
11371.626181840897,0.0001,0.05137236641883511,0.11191293091646262,0.06612777362749414,0.07826630727758685,0.10357294209952493,0.11864072939933559,0.12057570291953558,0.15518993695897926
11672.756874084473,0.0001,0.04951109137770727,0.11288381525853326,0.06909051913659549,0.09205615346871533,0.11422159457669674,0.1145966164936988,0.12425296590040574,0.1565217453884232
11974.075146198273,0.0001,0.04766789537640187,0.11092082359900925,0.07352265107978895,0.06134150589554055,0.10484547059512833,0.11411408007636369,0.11899983886915808,0.15642336617209346
12274.417866706848,0.0001,0.04628967314702759,0.11385425017720699,0.07545427442754357,0.0788479817723765,0.11615741021424822,0.11762731171167802,0.1220803971234825,0.15951453843101515
12574.94063091278,0.0001,0.04478741396995204,0.11223727145192926,0.07125772318793731,0.067762481645473,0.09920044749685862,0.11555023962011567,0.12166501384340672,0.1572393631666332
12875.958815813065,0.0001,0.044523321336412604,0.10673647568124388,0.06010042347954315,0.06551724325105981,0.10657522661014668,0.11245697434855574,0.1177233062608062,0.1553400588240183
13177.5700070858,0.0001,0.04274083718729134,0.11212506079268235,0.06706984413480296,0.07750918390681442,0.11833290017924263,0.11541973459345513,0.12391341134251398,0.16142299916233535
13479.78096628189,0.0001,0.04119813024042099,0.10584130046135258,0.06659336807658371,0.06741124999175951,0.11109775073319964,0.11314486703065516,0.11698255940817952,0.15365696739673051
13781.288147687912,0.0001,0.04042948163724813,0.10927104983612301,0.06818628889843098,0.06300454434839267,0.10873072355696299,0.11818274676589156,0.11765019740798388,0.15958553012043625
14082.275074958801,0.0001,0.03891934692859957,0.10843284448687737,0.06903835639212895,0.07172109577262285,0.10841240755562644,0.11501864265276289,0.11754090441871969,0.15590932696992532
14383.505609989166,0.0001,0.03825335118713761,0.10742255100228511,0.07234788172453352,0.059223978264817914,0.10954997203882458,0.11247689126618238,0.11672299260866877,0.15183949907801278
14684.774752378464,0.0001,0.036906909529481315,0.10676322005453767,0.08609926469117693,0.07369592178215101,0.113428542046871,0.11204267908141566,0.12051735112066524,0.15573027289196556
14985.813738584518,0.0001,0.03576806372856508,0.10871851345439255,0.0773273914763071,0.070961639719102,0.11347024562289414,0.11772865055988639,0.11785674886472414,0.15338032690539577
15286.24575304985,0.0001,0.03542776770384588,0.10499039272261067,0.07214855684817416,0.07173301178274803,0.12525522014469775,0.1096435250326096,0.11393122831599271,0.15178596698613997
