Time,Learning rate,Train loss,Validation loss,MAE_HOMO-B3LYP,MAE_LUMO-B3LYP,MAE_Gap-B3LYP
197.1732747554779,0.0001,1.0372118855704697,0.6040314216089014,0.32746516016393457,0.3244851209825832,0.38513741423072845
394.6753969192505,0.0001,0.44781479658429973,0.3295736834152947,0.21297096278679142,0.2345760400807924,0.3036536451448636
592.2980659008026,0.0001,0.3157842621651577,0.34373164559409425,0.21519118096106923,0.24152317579007984,0.3007880647564339
789.7589335441589,0.0001,0.24552969779975253,0.2074879021648952,0.19292831833092475,0.1641496722413441,0.24190653033332232
987.0341904163361,0.0001,0.19995814049639218,0.1619102208555493,0.16064607943494505,0.1517970117287251,0.21276206110552476
1184.6421902179718,0.0001,0.16372800297963516,0.14120269936919164,0.15947606390961863,0.1354074262986109,0.19248226891629328
1381.7718856334686,0.0001,0.13978954201240346,0.11742009067067719,0.13934522243462025,0.12661383462342604,0.17738299438775246
1579.4134397506714,0.0001,0.1218939279478498,0.10952882042015176,0.13225815712528705,0.12264499123004713,0.17561225872881622
1777.1507306098938,0.0001,0.1066818930292452,0.09818737413082404,0.12437089382685605,0.11708442116604116,0.16421776170217725
1974.5835638046265,0.0001,0.09619429488544193,0.10199772971753081,0.13107489283151652,0.1129137639907835,0.1666988971950546
2172.819795846939,0.0001,0.08545073908667951,0.08485836469243267,0.12688047685148354,0.10017664617963408,0.1502449131796717
2370.87589263916,0.0001,0.08118413055990319,0.08345505795606839,0.11506503986386862,0.10598720377415614,0.1525525675381957
2568.8563580513,0.0001,0.0730400294082472,0.10212145714170864,0.12006434172765938,0.11118397284858036,0.18344502280194627
2766.5835461616516,0.0001,0.06772076713638457,0.06785933678088348,0.10325732336963028,0.09816142518604974,0.1368256631054869
2964.133442401886,0.0001,0.06382184592511943,0.07241530528776803,0.10559506147205656,0.09101379714338334,0.13893238575259761
3162.332359790802,0.0001,0.05945392797282368,0.0644829880144915,0.0958707733707588,0.10251998579836022,0.13066072605086446
3359.995356798172,0.0001,0.057037039545038554,0.05816688034790292,0.10012373180324405,0.08555393760593323,0.12381834803887133
3557.3873946666718,0.0001,0.05406940237072512,0.05779994120671955,0.09412146744194218,0.08774671118293713,0.12692470426086216
3755.156311273575,0.0001,0.05075019898179282,0.056148993895640646,0.09876527834608415,0.08515686291172343,0.11958463474774973
3952.578779220581,0.0001,0.04670286082102817,0.04814658109440826,0.08776831975671659,0.07755765067937516,0.11219126275923175
4149.406573295593,0.0001,0.044948280722337475,0.04821108266501918,0.08904075674082848,0.07855123029059577,0.11029609192359993
4347.151685476303,0.0001,0.04386178309685786,0.055100272915803446,0.09965049236574411,0.07657490244491193,0.12007788142978813
4544.745222330093,0.0001,0.04331965580083647,0.04322824384216735,0.08421245436549098,0.07443195970097481,0.10415306536002544
4742.435639381409,0.0001,0.04078694822309797,0.04510031692425456,0.08469996822117154,0.07683903552599851,0.10852022260593443
4939.521985530853,0.0001,0.038095181245318556,0.05989371001715474,0.08165766124504976,0.10525673978614665,0.13520378569456398
5136.917324781418,0.0001,0.037035635507248095,0.04213663285910741,0.0845911151284183,0.07142331017370623,0.10474852829559735
5334.812385320663,0.0001,0.03671265535037773,0.04032891512650344,0.07909076020224375,0.07362535296656844,0.10451259590049365
5532.626417636871,0.0001,0.03538121424535863,0.03668144076267449,0.07725090976962722,0.06887901672529427,0.09660397510498443
5730.237714767456,0.0001,0.033829467394021207,0.04052636247676622,0.0833085303234842,0.07152733614484169,0.10058402285870348
5927.681325674057,0.0001,0.0315786856641674,0.03911399884782184,0.0764295887584431,0.07589243832356654,0.10064003913640956
6125.083594560623,0.0001,0.031185481162383333,0.03650035163369542,0.08046354465517912,0.06561586583813035,0.09602628468813201
6323.018319368362,0.0001,0.030800058688535612,0.036943271884982816,0.07533126509146999,0.07535715677248511,0.0970958906579083
6520.7142598629,0.0001,0.02972019395533162,0.03531852271895527,0.07795880940893664,0.06956497851120406,0.09237645321599405
6718.28718662262,0.0001,0.028239486790029217,0.04675846196189009,0.09537597719585199,0.06583127655121723,0.11755562647056246
6915.629293680191,0.0001,0.026792490647713302,0.03757810440060306,0.07981726630014846,0.07721583592397259,0.09320255047602602
7113.222575902939,0.0001,0.026653306517450764,0.03842564292549938,0.07911873763462282,0.06773204117451075,0.09848440239409854
7310.68265247345,0.0001,0.026722334130611456,0.034615432175825224,0.07358814877134419,0.06449465606587355,0.09602693964067456
7508.6334109306335,0.0001,0.024879429078193044,0.03218651874242167,0.07033488134346583,0.06541725874749733,0.09049194152986763
7705.783209323883,0.0001,0.024898529614305043,0.030348928756878744,0.06974785748626731,0.06594957663584664,0.08637430354570096
7903.225875616074,0.0001,0.024823121885476637,0.03470565748129509,0.08007682599427644,0.0627089884302759,0.09526641407905498
8100.7541308403015,0.0001,0.023683721947633806,0.029673556548487308,0.07061720023219815,0.05842595419308242,0.0885855653579074
8298.538050889969,0.0001,0.022417963769029495,0.029106327626792564,0.06778876960411322,0.06082632236276201,0.08584683677242756
8496.126742362976,0.0001,0.022893825386867416,0.030942536091323445,0.06832204837274318,0.06255986020507762,0.09102608041665806
8693.86847615242,0.0001,0.022312613387290296,0.030356605523379303,0.07082647120365032,0.05838413613215714,0.09129227720762705
8898.729801177979,0.0001,0.022199258260326926,0.027783537255826905,0.06929912563967948,0.05794593682908207,0.08321416734727617
9095.70133113861,0.0001,0.02207636167068403,0.02984853890763882,0.06812570400442548,0.05821671604357122,0.08680678490004667
9294.01347064972,0.0001,0.020695127604454293,0.029983679103431197,0.06886011233760594,0.05914336619566587,0.09028372789556849
9491.779851675034,0.0001,0.021473283420778363,0.028917529027035545,0.06945950645489266,0.05933748849876384,0.08422051903097898
9689.377329349518,0.0001,0.019984742957981496,0.027352347001451952,0.06549082740902276,0.05814283153588869,0.08206184304134079
9887.203294992447,0.0001,0.01997823921390848,0.025763038310829458,0.06407450184977845,0.057808779085299765,0.07986618438847849
10085.005199432373,0.0001,0.019162294122149006,0.03263203084887476,0.07428179440400456,0.06979432240327926,0.08927847655195417
10282.441489934921,0.0001,0.01830568978117094,0.026089241233844828,0.06610039326627597,0.05741542736527411,0.0807699680169833
10480.421483039856,0.0001,0.018760670207748006,0.025630415256937367,0.06452374622397922,0.05499585552877861,0.08036074323474236
10677.633593082428,0.0001,0.019260326945959687,0.02961752935593765,0.07083115232088909,0.058852796955959186,0.0864998507545274
10875.812933444977,0.0001,0.016860868865763684,0.02552910797857166,0.06459856431647316,0.05552943851840574,0.07843192364249817
11074.092258691788,0.0001,0.017273037905865665,0.02564093614866109,0.06191203164376579,0.06212011222658624,0.07867617480684105
11272.015313625336,0.0001,0.017484329422944644,0.02511245277459837,0.06187170830641727,0.05467166231364425,0.0803668131189011
11469.667062997818,0.0001,0.016862515078610786,0.025111529973342765,0.06394846809345353,0.05644939547910446,0.07739776110829444
11667.346244573593,0.0001,0.016664139338912733,0.024506921184725836,0.06316254174815342,0.055034017748155355,0.07781339986753745
11864.837216854095,0.0001,0.016953847369941547,0.02512562797297148,0.06293195439994152,0.054838788292867945,0.08050804704554053
12062.69431090355,0.0001,0.01589513074012383,0.026440746723049923,0.0649169288205938,0.055006316993591466,0.0832758390955988
12260.00512766838,0.0001,0.015297897716388361,0.023410438706022517,0.06085856340738239,0.051709934171125405,0.07590637167595378
12457.947129964828,0.0001,0.015027355135694517,0.022287806023976498,0.05986488001194592,0.05234562578061386,0.07399447908941305
12655.500646352768,0.0001,0.015004347864670762,0.022302972867016026,0.05996577377658603,0.05130263690381323,0.07344565783124861
12852.814444303513,0.0001,0.014828763874188486,0.025371855559412276,0.06702977175645604,0.05188894860416108,0.07963545676548377
13050.38363790512,0.0001,0.014942823150370458,0.021841377465145893,0.05986059596835601,0.05132818714746582,0.07281475365979348
13247.955913066864,0.0001,0.014206753901882937,0.02373202364201578,0.06162053146977425,0.05413182193616037,0.07899723220630513
13445.223528862,0.0001,0.014631879279055812,0.024823559173006993,0.06512778596622015,0.053014730708120114,0.07603469345597552
13642.391302108765,0.0001,0.014054354764408823,0.023018938917569138,0.057584376081882514,0.054254772451371586,0.07807277009112809
13839.817758083344,0.0001,0.014136188368226362,0.024830310916887754,0.06463425158067154,0.051134870520217514,0.08042930746185503
14037.959537506104,0.0001,0.014289163970131247,0.02350507367486847,0.06328764945508912,0.05104356277624119,0.07849615566075151
14236.112695932388,0.0001,0.013589160194415924,0.02263487677291369,0.0601214848891645,0.05055819898187326,0.07507372710009425
14434.34270119667,0.0001,0.013905633264232633,0.02058254186364047,0.05949295493553884,0.04916962986921453,0.07142648706015244
14632.237336874008,0.0001,0.01366719640934825,0.02130792579238883,0.05807886257620288,0.04913573175502749,0.07191236275170432
14829.329470157623,0.0001,0.012839170495518304,0.020369108964177936,0.05622985063571405,0.0500201615160832,0.07089158961743391
15026.685609579086,0.0001,0.012863910358837119,0.022499289910758228,0.06229152902186675,0.05292875709185704,0.07276582469191895
15223.817135095596,0.0001,0.01272564504153848,0.026870863925374244,0.06519624299315797,0.052387341900306215,0.08719312050784281
15421.261555433273,0.0001,0.01293880904703593,0.02197935894056108,0.058876088031974576,0.05104984808875759,0.07194656646417151
15619.024372816086,0.0001,0.01274880938458364,0.021029252795821938,0.05884392013197855,0.048943060533471874,0.07198384535222485
