Time,Learning rate,Train loss,Validation loss,MAE_HOMO-B3LYP,MAE_LUMO-B3LYP,MAE_Gap-B3LYP,MAE_HOMO-PBE0,MAE_LUMO-PBE0,MAE_Gap-PBE0
1388.3391652107239,0.0001,0.8513565297296551,0.48436710028727453,0.2306246046391644,0.22960509399754347,0.33018141612766516,0.2568040419643864,0.2943408764533958,0.391043645714181
2744.420989751816,0.0001,0.3428621938231222,0.268982283428411,0.16586812232494308,0.17368241239781868,0.236650310928352,0.22602668868438294,0.2642674252037326,0.3390466007904715
4099.636976242065,0.0001,0.21278156343833685,0.1793914152346676,0.1381535647968047,0.13975684923306145,0.18664293002601495,0.20783600870575664,0.2339534786099359,0.29784429484538594
5463.915898323059,0.0001,0.1557164873322582,0.14025813597135053,0.12284783062587173,0.12055361592603471,0.16003120914550859,0.18756533896664307,0.20164096467767362,0.26746814808178765
6825.109596014023,0.0001,0.12501572322310364,0.12323352551895506,0.11223873872451207,0.11282079598727605,0.14631080396870866,0.18079892228633773,0.20731915069432766,0.2703954765496983
8186.294620752335,0.0001,0.10620300762961332,0.11647230584855496,0.10752072038593637,0.10822945201543062,0.1385484779681196,0.17673844479158554,0.21658447689226173,0.2747667924976301
9544.364579439163,0.0001,0.09305626631318678,0.1010948270945545,0.10071057760168321,0.10372085775581631,0.12809354943763115,0.17463468883488087,0.1821414526516232,0.2438368607345663
10903.813271522522,0.0001,0.08315415137870173,0.0939161088397579,0.09549203350766376,0.09650213545820278,0.12506745783020792,0.16686338971565012,0.18169770982155953,0.24880714529234213
12263.923777580261,0.0001,0.07500932526717184,0.08332469385156746,0.089665003775639,0.08756579336603453,0.1161195316708749,0.16488907037510647,0.17308378036066716,0.23851127091349525
13618.893706083298,0.0001,0.06881613180223617,0.08010348973519593,0.08836424904971968,0.0946321425566489,0.11611566035616884,0.16177798011538438,0.15639055722513606,0.21102623050509328
14979.116298437119,0.0001,0.06353213057203587,0.08548487090913698,0.08990137493548714,0.08922299178792654,0.11813618736630975,0.158924390145189,0.1742679171242859,0.2427243281349517
16340.126470565796,0.0001,0.059321922123874715,0.07383642521393023,0.08699255778120277,0.0829745714237452,0.10611714724123689,0.1488763927791569,0.16119459961954238,0.21199092013695897
17704.14282655716,0.0001,0.055331443786002514,0.0741827773329996,0.08440971972345383,0.08812247173935975,0.11043483690357808,0.15014974657341465,0.14997066270817655,0.2056358632426781
19062.794253349304,0.0001,0.05210718175785448,0.06685641342753268,0.07952545228407149,0.08064012781122873,0.10327690585825627,0.1426826238271144,0.14611267185002572,0.19742505421607198
20416.18505382538,0.0001,0.049030055218601584,0.06598831335079536,0.08329997738604374,0.07784767645937815,0.10492318961925846,0.1434505968288041,0.13939237919556619,0.1947945935465803
21776.69099831581,0.0001,0.04666360441449473,0.06603534879918764,0.07927863335247279,0.08340219535907453,0.10426732734061257,0.15510912782392094,0.13855698445961367,0.1999457667978368
23139.39301300049,0.0001,0.04433787126209772,0.06021780407278401,0.07503534200387973,0.07690289392863597,0.09700513134293667,0.13756151695193697,0.13821767120876438,0.18783428427067025
24496.734924554825,0.0001,0.04249297207472214,0.06069399582163961,0.08180464147566932,0.07555361018539783,0.09433337619596975,0.14219622657733516,0.1370299679400964,0.19270967534550026
25853.855679273605,0.0001,0.04068840578441086,0.06815792610775367,0.08095979306398457,0.07775397144328972,0.10838869847144919,0.141591424595401,0.15115504923862538,0.21496437612094202
27215.142733812332,0.0001,0.03899953574893938,0.061362184267574164,0.07317416876669382,0.07891812094179243,0.09926736210672195,0.146805790925736,0.13730505399184056,0.1994127081877933
28577.097824811935,0.0001,0.03763356248378864,0.05970251793072973,0.07218388437364572,0.07937024489411915,0.09907643433799343,0.13725793921303592,0.1358479730071553,0.18877144253416414
29930.857681035995,0.0001,0.03642635965711647,0.05761658712170827,0.07309318774260816,0.07387234451798357,0.09424394381891196,0.13315383982381576,0.13495222764566414,0.1879533588856173
31285.845556259155,0.0001,0.035188422644133056,0.053616159183254575,0.0681435738981817,0.07064251665132372,0.08776492357858932,0.1315953977858601,0.13493268561146585,0.18488218522364697
32645.397626638412,0.0001,0.03405672835394202,0.059921406584697356,0.07038691632731703,0.0782853011031446,0.09769088566026334,0.13083425371329552,0.13537727539815747,0.1902291568946742
34002.05761694908,0.0001,0.03321577734495895,0.05582886968449655,0.06970607442138435,0.07392426755328034,0.09500427226296893,0.1324969965180383,0.13031968458842574,0.17904619839222327
35377.21830511093,0.0001,0.032159855480057856,0.05333301605217557,0.06998356219245211,0.06715247439948875,0.08784766086672137,0.13312590469239677,0.13014335129250185,0.18336156994009106
36735.24688220024,0.0001,0.03110358945203117,0.05267448752470638,0.06691102870956371,0.07086000240333407,0.0887746503551166,0.13148787180903623,0.13233534401261043,0.17901473757034397
38093.604206085205,0.0001,0.03029201836871826,0.05330398555880323,0.07111725006202814,0.07027943595758265,0.08811669411496309,0.12656116573854306,0.13158590975542692,0.17635934747631413
39449.622623205185,0.0001,0.029632016646723228,0.04994945975473211,0.06512372337175895,0.06658048982333342,0.08489691209917213,0.12414205938843431,0.13522750804184785,0.1769441423764358
40808.01551938057,0.0001,0.028911732738278743,0.05190872787378537,0.06663245927592652,0.06781411394459706,0.08308786205445849,0.12474984551406801,0.15251715812000305,0.1908532279159171
42174.03547167778,0.0001,0.028117405435587762,0.049253730423729804,0.06610196330974773,0.06582117150605948,0.08362915446060745,0.1271412730036451,0.12440322997211788,0.17352635995238072
43538.59112858772,0.0001,0.02769239641247626,0.052347095410828555,0.07149007894748588,0.06848692730382905,0.08779981780584029,0.12634024466807126,0.12637869727625584,0.1759292669976658
44901.720833301544,0.0001,0.027033664141550603,0.052172713095079294,0.06810680517172585,0.0754083592413112,0.08575215194797928,0.12227292271870345,0.12858438323829063,0.17330047535852172
46258.59017133713,0.0001,0.02651402777104242,0.05056158363660268,0.06397782804514338,0.06700749285616095,0.0839855339017361,0.1314970013591029,0.13516148292976218,0.1847906272940497
47617.37360596657,0.0001,0.025979965795095542,0.04875174771138823,0.06553482740666745,0.06685204134621318,0.08254226392221009,0.12248253802267887,0.12730685790620547,0.1748872372351089
48968.56660914421,0.0001,0.02555953463405582,0.04553106944673718,0.06267779302925422,0.0628328439440027,0.08005836677023354,0.12147303765297096,0.12214925234293308,0.16950229813750498
50321.124851703644,0.0001,0.024919678217121953,0.04951331804521016,0.06521549582768124,0.06697285313930947,0.08147527730509321,0.13680620071524105,0.12404702143217405,0.18482929067982382
51673.183665275574,0.0001,0.02445271215436479,0.04601990809516697,0.0634367752870212,0.06558196138163533,0.0802888716538658,0.12157441348955725,0.12350562113554574,0.17126604224141953
53021.575741291046,0.0001,0.02407952711267766,0.047358283350906576,0.06294145901563192,0.06909337431406472,0.08421440729651365,0.11996188934816569,0.12637719175499856,0.1656171340202615
54379.23231744766,0.0001,0.02387287580668725,0.045876724828800876,0.06140382911523503,0.06582373694405846,0.07771969200567169,0.1237335495529162,0.12182425285968318,0.1702019115018259
55736.677008867264,0.0001,0.023505758762540668,0.04668809682610491,0.06307136280705003,0.06406601370726273,0.08434202708445089,0.12296699952060237,0.12206584125902643,0.16996058516283338
57095.116030454636,0.0001,0.02292181114317586,0.046996442573051585,0.06112309502488467,0.06655499056193254,0.08126008282768624,0.1233824047600202,0.12399656191310277,0.1708063185465731
